page#	line#	song	artist	title of record	year 	type	side/#	genre	
42	2086	Not fade away	The Everly Brothers	Sweet memories	1990	CD	105	Country	
42	2087	Not fade away	The Everly Brothers	Pas the Chicken and listen	1972	LP	106	Country	
42	2088	Not fade away	Buddy Holly	C'mon everybody	1988	CD	107	Rock and roll	
42	2089	Not Guilty	Bryan Adams	Waking up the neighbours	1991	CD	105	Pop	
42	2090	Not responsible	Gene Pitney	His 20 greatest hits	1969	LP.	204	Pop	
42	2091	Nothin's too good for my baby	Louis Prima	Rock and roll classics	0	LP.	204	Rock and roll	
42	2092	Nothing matters but you	The Everly Brothers	The new album	1977	LP	204	Pop	
42	2093	Nothing to hide	Pussycat	Pussycat	1980	LP.	203	Country	
42	2094	Notschenka	The Alexandrov Ensemble	Stenka Rasin	0	LP	106	Russian Folk S	
42	2095	Now is the hour	The Everly Brothers	Both sides of an evening	1961	LP	204	Pop	
42	2096	Number 21	Tom Parker	The young amadeus Mozart	1986	CD	103	Pop.klassiek	
42	2097	Nut Rocker	Bee Bumble and the Stingers	 Rock Revival	1978	LP. 2x	301	Rock and roll	
42	2098	O isis and osiris	Gordon Neville	The young amadeus Mozart	1986	CD	111	Pop.klassiek	
42	2099	O thou that tellest	George Chandler	The young Messiah	1979	CD	104	Pop.klassiek	
42	2100	ONBEKENDE TITEL --OPZOEKEN!!!!!		Rock Revival	1978	LP. 2x	313	Rock and roll	
43	2101	Ode to Billie Joe	Billie Jo Spears	Ode to Billie jo	1985	Lp	101	Country	
43	2102	Ode to Billie Joe	Bobbie Gentry	Country gold	0	LP.	101	Country	
43	2103	Ode to Billie Joe	Bobbie Gentry	Country hits	1975	Lp. 2x	403	Country	
43	2104	Ode to Billie Joe OF JOE?	Bobbie Gentry	Country Life	1979	LP. 	109	Country	
43	2105	Oh Carol	Unknow	Golden Oldies	1973	LP. 	106	Pop	
43	2106	Oh Marie	Louis Prima	Rock and roll classics	0	LP.	102	Rock and roll	
43	2107	Oh Mary	The Dickson Brothers	Country and western songs	0	LP.	104	Country	
43	2108	Oh Suzanna	Connie Francis	Sings folk favorites	0	LP	101	Country	
43	2109	Oh baby oh (you’re the star)	Phil Everly	Phil Everly	1983	LP	206	Pop	
43	2110	Oh boy	The Everly Brothers	Star Collection	1973	LP	204	Pop	
43	2111	Oh happy day	The Edwin Hawkins Singers	Easy on Yourself	0	CD.	105	Pop	
43	2112	Oh Lonesome me	Don Gibson	20 Country Classics	1988	Cd.	109	Country	
43	2113	Oh Lonesome me	The Everly Brothers	Great country hits	1963	LP	101	Country	
43	2114	Oh Lonesome me	The Everly Brothers	The most beautiful songs	1972	LP 2x	304	Pop	
43	2115	Oh Lonesome me	The Everly Brothers	E.B. Story	1972	LP	202	Pop	
43	2116	Oh Lonesome me	Dave Dudley	40 Golden country hits	0	LP. 2x	304	Country	
43	2117	Oh Lonesome me	Don Gibson	Nashville stars forever	1976	LP. 2x	108	Country	
43	2118	Oh Lonesome me	Dave Dudley	20 Country Legends	0	LP.	201	Country	
43	2119	Oh Lonesome me	Don Gibson	40 Golden hits of the Fifties	0	LP. 4x	211	Pop	
43	2120	Oh Lonesome me	"Instrumental, Orkest=onbekend"	The lively Years '50s&'60s Nr2	0		211	Instr.Pop.50-6	
43	2121	Oh Lonesome me	Don Gibson	Country's greatest hits vol.4	1989	CD. 4x	312	Country	
43	2122	Oh Lonesome me	Don Gibson	50 Golden country hits	1988	CD. 2x	103	Country	
43	2123	Oh so many years	The Everly Brothers	So many years 	1989	CD 2x	107	Pop	
43	2124	Oh what a night what a dream	The Shells	1950's Rock & Roll collection	0	LP.	403	Rock and roll	
43	2125	Oh! Carol	Neil Sedaka	40 Golden hits of the Fifties	0	LP. 4x	310	Pop	
43	2126	"Oh, my papa"	The Everly Brothers	Instant Party	1962	LP	102	Pop	
43	2127	"Oh, my papa"	Eddie Fisher	40 Golden hits of the Fifties	0	LP. 4x	204	Pop	
43	2128	"Oh, my darling"	Capris	1050's rock & roll collection	0	LP. 	805	Rock and roll	
43	2129	"Oh, oh, oh"	Lloyd Price	The specialiaty story	1972	LP. 	202	Rock and roll	
43	2130	"Oh, so many years"	The Everly Brothers	End of an era	1970	LP 2x	402	Country	
43	2131	"Oh, true love"	The Everly Brothers	I want to know	1988	Cd	106	Pop	
43	2132	"Oh, true love"	The Everly Brothers	The most beautiful songs	1972	LP 2x	306	Pop	
43	2133	"Oh, true love"	The Everly Brothers	The E.B. Story	1972	LP	103	Pop	
43	2134	"Oh, What a feeling"	The Everly Brothers	So many years 	1989	CD 2x	209	Pop	
43	2135	"Oh, What a feeling"	The Everly Brothers	End of an era	1970	LP 2x	302	Country	
43	2136	Oi ty rosh	The Alexandrov Ensemble	Stenka Rasin	1979	LP.	104	Russian Folk S	
43	2137	Okie from muskogee	Merle Haggard	Country Life	1979	LP. 	105	Country	
43	2138	Oklahoma hills	Jim Reeves	Have I told you lately that…	0	LP	104	Country	
43	2139	Oklahoma hills	Hank Thompson	Country hits	1975	LP. 2x	303	Country	
43	2140	Old Brush Arbors	George Jones	Tender Years	1989	CD	115	Country	
43	2141	Old Brush Arbors	Gene Pitney	His 20 greatest hits	0	LP.	202	Country	
43	2142	Old Brush Arbors	George Jones	15 Golden Classics vol.1	0	LP.	202	Country	
43	2143	Old Brush Arbors	George Jones	A good year for the roses	1986		105	Country	
43	2144	Old folks at home	Dave Kelsey and the Countrymen	16 country and western hits	1971	LP. 	105	Country	
43	2145	Old folks at home	Dave Kelsey and the Countrymen	16 Great country and western hits	1971	LP.	105	Country	
43	2146	Old Man	Vicki Brown	Vicki Brown	1987	Cd. 	112	Pop	
43	2147	Old Pictures	K.T. Olsin	80's Ladies	1987	CD. 	109	Country	
43	2148	Old Smokie	Johnny and the Hurricanes	Golden hits of…………..	1975	LP	109	Rock and roll	
43	2149	Omaha	The Everly Brothers	The new album	1977	LP	201	Pop	
43	2150	On Broadway	The Drifters	Rock Revival	1978	LP. 2x	103	Rock and roll	
44	2151	On a slow boat to China	Bing Crosby & Rosemary Clooney	40 Golden hits of the Fifties	0	LP. 4x	201	Pop	
44	2152	On her way to be a woman	Pozo Seco Singers	Country Fare	1988	CD.	104	Country	
44	2153	On my word of honor	The Platters	1950's Rock & Roll collection	0	LP. 	406	Rock and roll	
44	2154	On the banks of ponchertrain	George Jones	15 Golden Classics vol.1	0	LP.	103	Country	
44	2155	On the banks of the ponchertrain	Gene Pitney	His 20 greatest hits	0	LP.	103	Country	
44	2156	On the mountain	The Alexandrov Ensemble	Stenka Rasin	0	LP.	103	Russian Folk S	
44	2157	On the road again	Timi Yuro	Today	1982	LP. 	201	Pop	
44	2158	On the wings of a nightengale	The Everly Brothers	EB '84	1984	CD	101	Pop	
44	2159	On top of old smokey	Connie Francis	Sings folk favorites	0	LP	205	Country	
44	2160	On top of old smokey	Dave Kelsey and the Countrymen	16 country and western hits	1971	LP.	103	Country	
44	2161	On top of old smokey	Dave Kelsey and the Countrymen	16 Great country and western hits	1971	LP.	103	Country	
44	2162	Once a Day	George Jones	Tender Years	1989	CD	116	Country	
44	2163	Once a Day	Connie Smith	Country sunset	1989	CD.	114	Country	
44	2164	Once again	Vicki Brown	Vicki Brown	1987	CD.	102	Pop	
44	2165	Once alone	Timi Yuro	Today	1982	LP/	203	Pop	
44	2166	Once in a blue moon	Earl Thomas Conley	80's Country	0		109	Country	
44	2167	One Smoky Rose	Anita Perras	Country's greatest hits vol.4	1989	CD. 4x	414	Country	
44	2168	One day at a time	Jeannie Seely	Country mus.Cav. Country Roads	1980	LP. 3x	202	Country	
44	2169	One fine day	The Chiffons	Rock rules Rock	1977	LP. 3x	606	Rock and roll	
44	2170	One for my baby	Frankie Laine	I'm gonna live 'till I die	0	LP	102	Country	
44	2171	One minute past eternity	Jerry Lee Lewis	Hall of fame	1975	LP.	207	Country	
44	2172	One minute past eternity	Jerry Lee Lewis	Country mus.Cav. Country Roads	1980	LP. 3x	404	Country	
44	2173	One more time	Billie Jo Spears	If you want me	1977	LP	204	Country	
44	2174	One night	Elvis Presley	Blue Rythms	0	LP 2x	206	Country	
44	2175	One night stand	Rick nelson	Singles 1963-1974	1977	LP.	208	Pop	
44	2176	One step beyond	Willie nelson	Country Classics	1984	LP.	201	Country	
44	2177	One Summer night	The Danieers	1950's Rock & Roll collection	0	LP.	409	Rock and roll	
44	2178	One Tin Souldier	Skeeter Davis	Nashville stars forever	1976	LP. 2x	403	Country	
44	2179	Only a fool	Byron Lee & Mighty Sparrow	The most beautiful songs	0	CD. 	113	Pop	
44	2180	Only love can break a heart	Timi Yuro	Timi Yuro Collection	1990	CD	104	Country	
44	2181	Only love can break a heart	Gene Pitney	20 love classics part I	1988	CD	114	Pop	
44	2182	Only love can break a heart	Gene Pitney	When a man loves a woman	1989	CD	109	Rock and roll	
44	2183	Only love can break a heart	Gene Pitney	His 20 greatest hits	1969	LP.	205	Pop	
44	2184	Only You 	Timi Yuro	Timi Yuro Collection	1990	CD	118	Country	
44	2185	Only you	The Platters	20 love classics part II	1988	CD	108	Pop	
44	2186	Only you	The Platters	When a man loves a woman	1989	CD	102	Rock and roll	
44	2187	Only you	The Platters	Rock rules Rock	1977	LP. 3x	307	Rock and roll	
44	2188	Oo wee baby	Lloyd Price	Walkin' the track	1986	LP.	103	Rock and roll	
44	2189	Oo wee baby	The Duths	1950's Rock & Roll collection	0	LP.	603	Rock and roll	
44	2190	Oo wee baby	Ivy Tones	1950's Rock & Roll collection	0	LP.	603	Rock and roll	
44	2191	Oo-wee	K.T. Olsin	Love in a small town	1980	Cd	102	Country	
44	2192	Ooby dooby	Roy Orbison	The original sound	1969	LP. 	201	Pop	
44	2193	Ooh my soul	Little Richars	20 Greatest Hits	0	LP	209	Rock and roll	
44	2194	"ooh, ooh, ooh"	Lloyd Price	The ABC collection	1976	LP	106	Rock and roll	
44	2195	Open pity mind	Gene Pitney	His 20 greatest hits	1969	LP.	102	Country	
44	2196	Open pity mind	George Jones	15 Golden Classics vol.1	0	LP.	102	Country	
44	2197	Operator	Lloyd Price	Walkin' the track	1986	LP.	107	Rock and roll	
44	2198	Opportunity to cry	Timi Yuro	Today	1982	LP.	102	Rock and roll	
44	2199	Our Voronezh parts	Voronezh Choir	De Beroemdste Russische Koren	0	LP	101	Russian Folk S	
44	2200	Our song	The Everly Brothers	Sweet memories	1990	CD	114	Country	
45	2201	Out of hand	Gary Stewart	24 Origional no. 1 Country hits	1978	LP. 2x	202	Country	
45	2202	Out of my mind	Buck Owens	Buck Owens	1979	LP	202	Country	
45	2203	Over the mountain	Bobby Vinton	The great country love songs	1972	LP. 6x	404	Country	
45	2204	Over the rainbow	Aretha Franklin	Memories	1975	Lp. 2x	207	Pop	
45	2205	Oxygene	Ed Starink	Synthesizer Hits	1989	CD.	104	Synthesizer	
45	2206	Oxygene	The London Studio Orchestra	Easy on Yourself	0	CD.	116	Pop	
45	2207	Pages	Willie nelson	Country Classics	1984	LP.	102	Country	
45	2208	Palace guard	Rick nelson	Singles 1963-1974	1977	LP.	207	Pop	
45	2209	Paloma Blanca	George Baker Selection	Warm aanbevolen	1989	LP	104	Pop	
45	2210	Paloma Blanca	Malando	Malando plays malando	0	LP.	105	Tango	
45	2211	Panama rag	Papa Sue's Viking Jazzband	Down by the riverside	1989	CD.	101	Jazz	
45	2212	Paradise	The Everly Brothers	Sweet memories	1990	CD	110	Country	
45	2213	Paradise	The Everly Brothers	Pas the chicken and listen	1972	LP	202	Country	
45	2214	Paradise	The Everly Brothers	Takeof-The 70's	1979	LP	102	Pop	
45	2215	Paradise	Jim & Jesse	Wembley Country Music Festival	1988	Cd.	115	Country	
45	2216	Paradise	Meat Love	Meat Love	1977	CD. S. 	102	Pop	
45	2217	Paradise by the dashboard l…	Meat Love	Meat Love	1977	CD. 	101	Pop	
45	2218	Paradiso	Connie Francis	Connie Francis	0	LP	105	Pop	
45	2219	Parlez moi d'amour	Vicki Brown	Lady of time	1989	CD.	106	Pop	
45	2220	Partners 	Jim Reeves	He'll have to go	0		202	Country	
45	2221	Party doll	Buddy Knox	Rock rules Rock	1977	LP. 3x	602	Rock and roll	
45	2222	Party doll	Buddy Knox	Country Music Calv. U.S.A	1980	LP. 3x	505	Country	
45	2223	Party doll	Buddy Knox	Juke-Box Hits	1988	CD. 2x	203	Pop	
45	2224	Pass me by	Johnny Rodriguez	Country sunshine	1974	LP.	106	Country	
45	2225	Passe Compose	Vicki Brown	About love and live	1990	CD.	107	Pop	
45	2226	Pat a cake	Bill Haley	Rock the Joint	1962	LP	202	Rock and roll	
45	2227	Patches	Alabama	Country's greatest hits vol.3	1989	CD. 4x	306	Country	
45	2228	Patches	Alabama	The Country superstars	0	CD	109	Country	
45	2229	Paths of Paradise	Johnny Ray	20 Golden Greats	1979	LP	208	pop	
45	2230	Paths of Victory	Ann Murray	Both Sieds Now	0	LP	201	Country	
45	2231	Patiently	Phil Everly	Mistic line	1975	LP	101	pop	
45	2232	Patricia	Perez Prado	40 Golden hits of the Fifties	0	"LP, 4x"	305	pop	
45	2233	Pennies from Heaven	louis Prima	Rock and roll classics	0		201	Rock and roll	
45	2234	Pepito	Los Machucambos	Los Machucambos	0		206	Latin-Amerikaa	
45	2235	peppermint	Joey Dee & The Starlites	Juke-Box Hits	1988	CD. 2x	110	pop	
45	2236	Peppermint twist	Joey Dee 	Golden super oldies	1986	LP. 3x	308	pop	
45	2237	Perfidia	The Four Aces	Rock rules Rock	1977	LP. 3x	406	Rock and roll	
45	2238	Permanently Lonely	Timi Yuro	Today	1982	LP.	107	pop	
45	2239	Personality	Lloyd Price	21 super golden oldies	1987	CD	111	Rock and roll	
45	2240	Personality	Lloyd Price	43 + 3	1983	LP.	201	Rock and roll	
45	2241	Personality	Lloyd Price	The ABC collection	1976	LP	210	Rock and roll	
45	2242	Personality	Lloyd Price	Rock and roll classics	0	LP.	101	Rock and roll	
45	2243	Personality	Lloyd Price	Rock rules Rock	1977	LP.3x	203	Rock and roll	
45	2244	Petite Fleur	Unknown	Golden Oldies	1973	LP.	202	pop	
45	2245	Phantom 309	Rod Sovina	Country music Cav  Memory Lane	1980	LP.3x	302	Country	
45	2246	Pick a bale of cotton	Lonnie Donegan	The greatest hits of ……….	1976	LP.	207	pop	
45	2247	Pick me up (on your way down)	Patsy Cline	Unforgettable Patsy Cline	1990	CD	114	Country	
45	2248	Picture of you	Joe Brown	Rock Revival	1978	LP. 2x	203	Rock and roll	
45	2249	pillow talk		Memories	1975	LP. 2x	303	pop	
45	2250	Pipe line	The Chantrys	Rock rules Rock	1977	LP. 3x	401	Rock and roll	
46	2251	Pipeline	Chantays	Juke-Box Hits	1988	CD. 2x	112	Pop	
46	2252	Pistol packin' mama	Al Dexter	40 Golden country hits	0	LP. 2x	309	Country	
46	2253	Pistol packin' mama	Al Dexter	20 Country Legends	0	LP.	106          .	Country	
46	2254	Pittsburgh general	Billie Jo Spears	Ode to Billie jo	1985	LP	105	Country	
46	2255	Plaisir d'amour	Vicki Brown	Vicki Brown	1987	CD.	104	Pop	
46	2256	Play a sad song	The Supremes	The very first album	1969	LP	204	Pop	
46	2257	Plaza de toros	Malando	Malando plays malando	0	LP.	103	Tango	
46	2258	Please don't ask about barbara	Bobby Vee	The very best of bobby vee	1975	LP	103	Pop	
46	2259	Please don't let that woman…	George jones	15 Golden Classics vol.1	0	LP.	106	Country	
46	2260	Please don't let that woman…	Gene Pitney	His 20 greatest hits	0	 LP.	106	Country	
46	2261	Please don't stop loving me	Dolly Parton & Porter Wagoner	24 Origional no. 1 Country hits	1978	LP. 2x	206	Country	
46	2262	Please don't tell me how the..	Lynn Anderson	20 star studded country hits	0	LP.	209	Country	
46	2263	Please help me I'm falling	Hank Locklin	When a man loves a woman	1989	CD	117	Rock and roll	
46	2264	Please help me I'm falling	The Everly Brothers	Great country hits	1963	LP	106	Country	
46	2265	Please help me I'm falling	The Everly Brothers	The most beautiful songs	1972	LP 2x	405	Country	
46	2266	Please help me I'm falling	Hank Locklin	Send me the pillow you dream..	1973	LP	102	Country	
46	2267	Please help me I'm falling	Lawrence Welk	Last Date	1961	LP.	201	Pop	
46	2268	Please help me I'm falling	Slim Whitman	The best of slim whitman	0	LP.	201	Country	
46	2269	Please help me I'm falling	Hank Locklin	40 Golden country hits	0	LP. 2x	205	Country	
46	2270	Please help me I'm falling	Hank Locklin	nashville stars forever	1976	LP. 2x	103	Country	
46	2271	Please help me I'm falling	Hank Locklin	country's greatest hits vol.3	1989	CD. 4x	307	Country	
46	2272	Please help me I'm falling	Hank Locklin	50 Golden country hits	1988	CD. 2x	212	Country	
46	2273	Please Mr. sun	Johnny Ray	The best of Johnny Ray	1966		202	pop	
46	2274	Poison ivy	The coasters	Rock rules Rock	1977	LP. 3x	3 0 2 	Rock and roll	
46	2275	Poor Jenny	The Everly Brothers	So many years 	1989	CD 2x	110	Pop	
46	2276	Poor Jenny	The Everly Brothers	original greatest hits	1970	LP 2x	402	Pop	
46	2277	Popcorn	Ed Starink	The eve of war	1989	Cd.	112	Synthesizer	
46	2278	Popeye the hitchhiker	Chubby Checker	Golden super oldies	1986	LP. 3x	303	Pop	
46	2279	Porque me enganas	Malando	Malando plays malando	0	LP.	206	Pop	
46	2280	Prayer of love	The Hearts	1950's Rock & Roll collection	0	LP.	308	Rock and roll	
46	2281	Praying for the end of time	Meat Love	meat love	1977	CD. S. 	104	Pop	
46	2282	Pretty flamingo	The Everly Brothers	two yanks in england	1966	LP	106	Pop	
46	2283	Pride	Dean Martin 	welcome to my world	0	LP	204	Country	
46	2284	Princess in Rags	Gene Pitney	His 20 greatest hits	1969	LP	105	Pop	
46	2285	Problems 	The Everly Brothers	So many years 	1989	CD 2x	102	pop	
46	2286	Problems 	The Everly Brothers	original greatest hits	1970	LP 2x	102	Pop	
46	2287	Proud of you baby	Sonny James	the best of country	1975	LP.	205	Country	
46	2288	Pulstar	Ed Starink	The eve of war	1988	CD.	104	Synthesizer	
46	2289	Puppy Love	Paul Anka	20 love classics part I	1989	CD	104	Pop	
46	2290	Put my little shoes away	The Everly Brothers	So many years 	1970	CD 2x	212	Pop	
46	2291	Put my little shoes away	The Everly Brothers	end of an era	1983	LP 2x	401	Country	
46	2292	Put my little shoes away	The Everly Brothers	The E.B Reunion Concert	1973	LP 2x	209	Pop	
46	2293	Put your head on my shoulder	Unknow	Golden Oldies	1988	LP.	204	Pop	
46	2294	Put your head on my shoulder	Paul Anka	20 love classics part II	1975	CD	111	Pop	
46	2295	Put your head on my shoulder	Paul Anka	Memories	0	LP. 2x	206	Pop	
46	2296	Put your head on my shoulder	Paul Anka	40 golden hits of the 50's 	1976	LP. 4x	208	Pop	
46	2297	Puttin' on the style	Lonnie Donegan	The greatest hits of ……….	1975	LP.	102	pop	
46	2298	queen of the house	Jody Miller	Country hits	1986	LP. 2x	302	Country	
46	2299	queen of the silver dollar	Billie Jo Spears	The bery best of Billie J.Sp.	1988	LP	106	Country	
46	2300	Queen  of the silver dollar	Billie Jo Spears	Country Fare	1988	CD.	118	Country	
47	2301	Questions	Lloyd Price	43 + 3	1983	LP.	202	Rock and Roll	
47	2302	Quiet night of quiet stars	"Instrumental, Orkest=onbekend"	The lively Years-'50's & '60's Nr 6	0		602	Instr.Pop.50-6	
47	2303	Ragalo de amor 	Los Andes	South American Music	0	LP.	202	Latin American	
47	2304	Ragged but right	Gene Pitney	His 20 greatest hits	0	LP.	206	Country	
47	2305	Ragged but right	George Jones	15 Golden Classics vol.1	0	LP.	206	Country	
47	2306	Rags to riches	Tony Bennett	Memories	1975	LP. 2x	304	POP	
47	2307	Rain rain go away	Bobby Vinton	The great country love songs	1972	LP. 6x	402	Country	
47	2308	Rainbows are back in style	Dean Martin 	Everybody loves somebody	0	LP	107	Country	
47	2309	Raindrops	The Edsels	1950's Rock & Roll collection	0	LP.	202	Rock and Roll	
47	2310	Raindrops	Dee Clark	Juke-Box Hits	1988	CD. 2x	109	Pop.	
47	2311	Raindrops keep falling on my..	B. J. Thomas	Do you love me	0	LP. 2x	406	POP	
47	2312	Rainy days and stormy nights	Billie Jo Spears	I will survive	1979	LP	205	Country	
47	2313	Ralph's banjo special	Stanley Brothers	20 Country and western hits	0	LP.	108	Country	
47	2314	Ramblin' rose	Nat King Cole	20 love classics part II	1988	CD	120	POP	
47	2315	Ramblin' rose	"Instrumental, Orkest=onbekend"	The lively Years-'50s&'60s Nr2	0		207	Instr.Pop.50-6	
47	2316	Randy	Dolly Parton	Both sides now	1978	LP	105	Country	
47	2317	Raunchy	Bill Justis	Yesterdays gold Vol. 1	1987	CD	116	rock & roll	
47	2318	Rawhide	Frankie Laine	50 Golden country hits	1988	CD. 2x	205	Country	
47	2319	Raz-ma-taz-polka	Buck Owens	Buck Owens	1979	LP	103	Country	
47	2320	Razamanaz	Nazareth	Greatest Hits	1975	LP.	101	POP	
47	2321	Razzle Dazzle	Bill Haley	C'mon everybody	1988	CD.	105	Rock and Roll	
47	2322	Reach out your hand	Tammy Wynette	20 star studded country hits	0	LP.	104	Country	
47	2323	Ready Teddy	Buddy Holly	The late great Buddy Holly	0	LP.	102	Rock and Roll	
47	2324	Ready Teddy	Little Richard	C'mon everybody	1988	CD.	120	Rock and Roll	
47	2325	Ready for Betty	Lloyd Price	43 + 3	1983	LP.	207	Rock and Roll	
47	2326	Real rock drive	Bill Haley	Rock the Joint	1962	LP	104	Rock and Roll	
47	2327	Rebel Rouser	Duane Eddy	Rock Revival	1978	LP. 2x	310	Rock and Roll	
47	2328	Rebel rouser 	Duane Eddy	C'mon everybody	1988	CD.	114	Rock and Roll	
47	2329	Rebel rousing	Dixie Guitars	1950's Rock & Roll collection	0	LP.	808	Rock and Roll	
47	2330	Reconsider me baby	Elvis Presley	Blue Rhythms	0	LP  2x	102	Blue Rhythms	
47	2331	Reconsider me 	Narvel Felts	Big country hits nr. 2	1975	LP.	103	Country	
47	2332	Reconsider me 	Narvel Felts	Country mus.Cav. Country Roads	1980	LP. 3x	204	Country	
47	2333	Record hop blues	The Half Notes	1950's Rock & Roll collection	0	LP.	304	Rock and Roll	
47	2334	Red river rock	Johnny & the Hurricanes	21 super golden oldies	1987	CD	112	rock & roll	
47	2335	Red river rock	Johnny and the Hurricanes	The very best of.............	1975	LP.	101	Rock and Roll	
47	2336	Red river rock	Johnny and the Hurricanes	Golden hits of…………..	1975	LP	101	Rock and Roll	
47	2337	Red river rock	Johnny and the Hurricanes	Rock Revival	1978	LP. 2x	110	Rock and Roll	
47	2338	Red river rock	Johnny & the Hurricanes	Golden super oldies	1986	LP. 3x	205	POP	
47	2339	Red river valley	Connie Francis	Sings folk favorites	0	LP	102	Country	
47	2340	Red river valley	Marty Robbins	20 star studded country hits	0	LP.	203	Country	
47	2341	Red river valley	Dave Kelsey & the Countrymen	16 Country and Westerns hits	1971	LP.	104	Country	
47	2342	Red river valley	Dave Kelsey & the Countrymen	16 Great country and western hits	1971	LP.	104	Country	
47	2343	Red roses for a blue lady	Vic Dana	When a man loves a woman	1989	CD	113	rock & roll	
47	2344	Red sails in the sunset	Fats Domino	Here comes Fats Domino	0	LP	105	Rock and Roll	
47	2345	Red sails in the sunset	The Platters	Do you love me	0	LP. 2x	206	POP	
47	2346	Release me	Dean Martin 	welcome to my world	0	LP	102	Country	
47	2347	Release me	The Everly Brothers	Great country hits	1963	LP	105	Country	
47	2348	Release me	Hank Locklin	Send me the pillow you dream..	1973	LP	201	Country	
47	2349	Release me	Jimmy Dean	40 Golden country hits	0	LP. 2x	405	Country	
47	2350	Release me	Jimmy Dean	20 Country Legends	0	LP.	203	Country	
48	2351	Release me	Ray Connif and the Singers	The great country love songs	1972	LP. 6x	102	Country	
48	2352	Remember me	Ray Price	The great country love songs	1972	LP. 6x	404	Country	
48	2353	Reveille rock	Johnny and the Hurricanes	The very best of.............	1975	LP.	301	Rock and Roll	
48	2354	Reveille rock	Johnny and the Hurricanes	Golden hits of…………..	1975	LP	210	Rock and Roll	
48	2355	Reveille rock	Johnny & the Hurricanes	Golden super oldies	1986	LP. 3x	307	POP	
48	2356	Reveille rock	Johnny and the Hurricanes	Country music Calv. U.S.A	1980	LP. 3x	102	Country	
48	2357	Reveille rock	Johnny & the Hurricanes	C'mon everybody	1988	CD.	113	Rock and Roll	
48	2358	Reverie	"Instrumental, Orkest=onbekend"	The lively Years-'50's & '60's Nr 5	0		511	Instr.Pop.50-6	
48	2359	Revival	Johnny and the Hurricanes	The very best of.............	1975	LP.	207	Rock and Roll	
48	2360	Rhinestone cowboy	Glen Campbell	Country Life	1979	LP.	210	Country	
48	2361	Rhinestone cowboy	Little Johnny	Easy on Yourself	0	CD.	106	POP	
48	2362	Rhinestone rings	Memphis Blue	Country music Calv. U.S.A	1980	LP. 3x	405	Country	
48	2363	Rhythm of the rain	Cascades	Juke-Box Hits	1988	CD. 2x	106	Pop.	
48	2364	Rhythm of the rain	The Cascades	Rock rules Rock	1977	LP. 3x	502	Rock and Roll	
48	2365	Ride me down easy	David Allen Coe	Country's greatest hits vol.3	1989	LP. 4x	302	Country	
48	2366	Ride the wild surf	Jan & Dean	Golden super oldies	1986	LP. 3x	106	POP	
48	2367	Ride the wind	The Everly Brothers	Some hearts	1988	CD	104	POP	
48	2368	Riders in the sky	Vaughn Monroe	40 Golden hits of the Fifties	0	LP. 4x	109	POP	
48	2369	Ridin'high	The Everly Brothers	Stories we could tell	1972	LP	201	Country	
48	2370	Ring around my rosie	The Everly Brothers	"Coke, Chrysler 'n Country"	0	LP	209	Country	
48	2371	Ring of fire	Johnny Cash	20 Country Hits	1976	LP.	101		
48	2372	Ring of fire	Johnny Cash	The great country love songs	1972	LP. 6x	105	Country	
48	2373	Rio Rio	Los Andes	South American Music	0	LP.	102	Latin American	
48	2374	Rip it up	The Everly Brothers	original greatest hits	1970	LP 2x	405	Rock and Roll	
48	2375	Rip it up	Little Richard	20 Greatest Hits	0	LP	102	Rock and Roll	
48	2376	Rip it up	Little Richard	Rock rules Rock	1977	LP. 3x	301	Rock and Roll	
48	2377	"Rise, Oh rise bright sun"	Ossipov Ensemble	An evening with the Ossipov Es	0	LP. 	202	Russ.Folks.mus	
48	2378	Rivers of tears	Slim Whitman	The best of slim whitman	0	LP.	203	Country	
48	2379	Rivers of Babylon	The London Studio Orchestra	Easy feeling	0	CD.	117	POP	
48	2380	Robot man	Connie Francis	Connie Francis	0	LP	204	POP	
48	2381	Robot man	Connie Francis	Connie's greatest hits	0	LP	104	POP	
48	2382	Rock Islands lines	Lonnie Donegan	The greatest hits of ……….	1976	LP.	203	POP	
48	2383	Rock and roll waltz	Kay Starr	40 Golden hits of the Fifties	0	LP. 4x	203	POP	
48	2384	Rock around the clock	Bill Haley	Yesterdays gold Vol. 1	1987	CD 	105	rock & roll	
48	2385	Rock cha	Johnny and the Hurricanes	The very best of.............	1975	LP.	406	Rock and Roll	
48	2386	Rock house	Roy Orbison	The original sound	1969	LP.	101	POP	
48	2387	Rock n' roll revival	The Five Discs	1950's Rock & Roll collection	0	LP.	809	Rock and Roll	
48	2388	Rock the joint	Bill Haley	Rock the Joint	1962	LP	101	Rock and Roll	
48	2389	Rock n' roll groupie	Peter Koelewijn	De beste van……………..	0	LP.	102	POP	
48	2390	"Rockin ,,T”"	Johnny and the Hurricanes	Golden hits of…………..	1975	LP	204	Rock and Roll	
48	2391	Rockin chair on the moon	Bill Haley	Rock the Joint	1962	LP	102	Rock and Roll	
48	2392	Rockin little angel	Ray Smith	Country music Calv. U.S.A	1980	LP. 3x	604	Country	
48	2393	Rockin' with the rhythm of....	Judds	80's Country	0		101	Country	
48	2394	Rockin' with the rhythm of....	Judds	80's Country	0		101	Country	
48	2395	Rockin'Goose	Johnny and the Hurricanes	The very best of.............	1975	LP.	408	Rock and Roll	
